Numer;Data zamówienia;Przewidywana data;Pozycje zamówienia/Produkt/Nazwa;Pozycje zamówienia/Ilość;Pozycje zamówienia/Opcja;Metoda dostawy;Kod pocztowy;Miasto;Suma;Koszt dostawy;Uwagi;Zapłacone;Status;Tagi;Data realizacji;Kupon rabatowy;Faktura produkcyjna;Faktura materac;Faktura transportowa;Klient/Nazwa;Klient/E-mail;Klient/Telefon;Adres dostawy/Ulica
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49112-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;72-212;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 113;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49113-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;73-213;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 114;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49114-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;74-214;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 115;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49115-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;75-215;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 116;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49116-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;76-216;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 117;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49117-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;77-217;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 118;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49118-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;78-218;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 119;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49119-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;79-219;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 120;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49120-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;20-220;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 121;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49121-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;21-221;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 122;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49122-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;22-222;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 123;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49123-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;23-223;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 124;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49124-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;24-224;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 125;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49125-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;25-225;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 126;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49126-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;26-226;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 127;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49127-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;27-227;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 128;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49128-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;28-228;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 129;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49129-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;29-229;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 130;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49130-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;30-230;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 131;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49131-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;31-231;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 132;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49132-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;32-232;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 133;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49133-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;33-233;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 134;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49134-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;34-234;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 135;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49135-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;35-235;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 136;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49136-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;36-236;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 137;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49137-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;37-237;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 138;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49138-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;38-238;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 139;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49139-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;39-239;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 140;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49140-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;40-240;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 141;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49141-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;41-241;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 142;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49142-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;42-242;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 143;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49143-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;43-243;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 144;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49144-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;44-244;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 145;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49145-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;45-245;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 146;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49146-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;46-246;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 147;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49147-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;47-247;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 148;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49148-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;48-248;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 149;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49149-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;49-249;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 150;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49150-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;50-250;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 151;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49151-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;51-251;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 152;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49152-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;52-252;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 153;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49153-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;53-253;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 154;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49154-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;54-254;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 155;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49155-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;55-255;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 156;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49156-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;56-256;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 157;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49157-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;57-257;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 158;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49158-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;58-258;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 159;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49159-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;59-259;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 160;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49160-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;60-260;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 161;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49161-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;61-261;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 162;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49162-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;62-262;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 163;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49163-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;63-263;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 164;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49164-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;64-264;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 165;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49165-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;65-265;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 166;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49166-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;66-266;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 167;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49167-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;67-267;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 168;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49168-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;68-268;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 169;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49169-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;69-269;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 170;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49170-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;70-270;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 171;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49171-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;71-271;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 172;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49172-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;72-272;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 173;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49173-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;73-273;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 174;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49174-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;74-274;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 175;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49175-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;75-275;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 176;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49176-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;76-276;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 177;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49177-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;77-277;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 178;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49178-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;78-278;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 179;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49179-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;79-279;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 180;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49180-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;20-280;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;307/02/2026/TR ZADBANO;Klient Zad 181;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
